category,casecount,subcounty,county,state
county,129,,Emmet County,Iowa
county,32,,Fayette County,Alabama
county,45,,Floyd County,Georgia
county,244,,Franklin County,Alabama
county,0,,Fremont County,Colorado
county,19,,Greene County,Alabama
county,7,,Grundy County,Illinois
county,14,,Guthrie County,Iowa
county,398,,Hamilton County,Florida
county,48,,Hancock County,Georgia
county,25,,Hardin County,Illinois
county,5,,Harrison County,Indiana
county,107,,Henry County,Alabama
county,40,,Howard County,Arkansas
county,75,,Humboldt County,California
county,15,,Ida County,Iowa
county,8,,Iowa County,Iowa
county,0,,Jackson County,Alabama
county,55,,Jasper County,Georgia
county,28,,Jefferson County,Alabama
county,1264,,Johnson County,Arkansas
county,27,,Jones County,Georgia
county,5,,Keokuk County,Iowa
county,201,,Kossuth County,Iowa
county,44,,Lee County,Alabama
county,1038,,Linn County,Iowa
county,53,,Louisa County,Iowa
county,36,,Lucas County,Iowa
county,72,,Lyon County,Iowa
county,9,,Madison County,Alabama
county,20,,Mahaska County,Iowa
county,10,,Marion County,Alabama
county,500,,Marshall County,Alabama
county,1,,Mills County,Iowa
county,0,,Mitchell County,Georgia
county,1,,Monona County,Iowa
county,3,,Monroe County,Alabama
county,6,,Montgomery County,Alabama
county,278,,Muscatine County,Iowa
county,167,,O'Brien County,Iowa
county,55,,Osceola County,Florida
county,8,,Page County,Iowa
county,12,,Palo Alto County,Iowa
county,74,,Plymouth County,Iowa
county,29,,Pocahontas County,Iowa
county,5666,,Polk County,Arkansas
county,425,,Pottawattamie County,Iowa
county,41,,Poweshiek County,Iowa
county,0,,Ringgold County,Iowa
county,15,,Sac County,Iowa
county,249,,Scott County,Arkansas
county,35,,Shelby County,Alabama
county,814,,Sioux County,Iowa
county,262,,Story County,Iowa
county,169,,Tama County,Iowa
county,29,,Taylor County,Florida
county,29,,Union County,Arkansas
county,0,,Van Buren County,Arkansas
county,592,,Wapello County,Iowa
county,104,,Warren County,Georgia
county,112,,Washington County,Alabama
county,0,,Wayne County,Georgia
county,200,,Webster County,Georgia
county,24,,Winnebago County,Illinois
county,82,,Winneshiek County,Iowa
county,1691,,Woodbury County,Iowa
county,0,,Worth County,Georgia
county,556,,Wright County,Iowa
county,16,,Allen County,Indiana
county,0,,Anderson County,Kansas
county,9,,Atchison County,Kansas
county,0,,Barber County,Kansas
county,133,,Barton County,Kansas
county,0,,Bourbon County,Kansas
county,14,,Brown County,Illinois
county,42,,Butler County,Alabama
county,55,,Chase County,Kansas
county,4,,Chautauqua County,Kansas
county,12,,Cherokee County,Alabama
county,6,,Cheyenne County,Colorado
county,6,,Clark County,Arkansas
county,5,,Clay County,Alabama
county,3,,Cloud County,Kansas
county,0,,Coffey County,Kansas
county,7,,Comanche County,Kansas
county,256,,Cowley County,Kansas
county,307,,Crawford County,Arkansas
county,16,,Decatur County,Georgia
county,7,,Dickinson County,Iowa
county,0,,Doniphan County,Kansas
county,102,,Douglas County,Colorado
county,1,,Edwards County,Illinois
county,0,,Elk County,Kansas
county,138,,Ellis County,Kansas
county,0,,Ellsworth County,Kansas
county,994,,Finney County,Kansas
county,1584,,Ford County,Illinois
county,25,,Franklin County,Alabama
county,112,,Geary County,Kansas
county,4,,Gove County,Kansas
county,0,,Graham County,Arizona
county,135,,Grant County,Arkansas
county,18,,Gray County,Kansas
county,16,,Greeley County,Kansas
county,0,,Greenwood County,Kansas
county,101,,Hamilton County,Florida
county,44,,Harper County,Kansas
county,127,,Harvey County,Kansas
county,7,,Haskell County,Kansas
county,0,,Hodgeman County,Kansas
county,18,,Jackson County,Alabama
county,5,,Jefferson County,Alabama
county,0,,Jewell County,Kansas
county,4691,,Johnson County,Arkansas
county,70,,Kearny County,Kansas
county,1,,Kingman County,Kansas
county,7,,Kiowa County,Colorado
county,17,,Labette County,Kansas
county,0,,Lane County,Kansas
county,81,,Leavenworth County,Kansas
county,29,,Lincoln County,Arkansas
county,6,,Linn County,Iowa
county,17,,Logan County,Arkansas
county,346,,Lyon County,Iowa
county,45,,McPherson County,Kansas
county,3,,Marion County,Alabama
county,10,,Marshall County,Alabama
county,21,,Meade County,Kansas
county,28,,Miami County,Indiana
county,4,,Mitchell County,Georgia
county,273,,Montgomery County,Alabama
county,4,,Morris County,Kansas
county,27,,Morton County,Kansas
county,12,,Nemaha County,Kansas
county,54,,Neosho County,Kansas
county,5,,Ness County,Kansas
county,0,,Norton County,Kansas
county,10,,Osage County,Kansas
county,0,,Osborne County,Kansas
county,2,,Ottawa County,Kansas
county,9,,Pawnee County,Kansas
county,3,,Phillips County,Arkansas
county,30,,Pottawatomie County,Kansas
county,38,,Pratt County,Kansas
county,7,,Rawlins County,Kansas
county,116,,Reno County,Kansas
county,0,,Republic County,Kansas
county,20,,Rice County,Kansas
county,245,,Riley County,Kansas
county,2,,Rooks County,Kansas
county,0,,Rush County,Indiana
county,1,,Russell County,Alabama
county,327,,Saline County,Arkansas
county,42,,Scott County,Arkansas
county,4467,,Sedgwick County,Colorado
county,773,,Seward County,Kansas
county,820,,Shawnee County,Kansas
county,7,,Sheridan County,Kansas
county,9,,Sherman County,Kansas
county,0,,Smith County,Kansas
county,1,,Stafford County,Kansas
county,40,,Stanton County,Kansas
county,65,,Stevens County,Kansas
county,13,,Sumner County,Kansas
county,56,,Thomas County,Georgia
county,0,,Trego County,Kansas
county,1,,Wabaunsee County,Kansas
county,0,,Wallace County,Kansas
county,38,,Washington County,Alabama
county,4,,Wichita County,Kansas
county,2,,Wilson County,Kansas
county,0,,Woodson County,Kansas
county,5523,,Wyandotte County,Kansas
county,47,,Adair County,Iowa
county,18,,Allen County,Indiana
county,103,,Anderson County,Kansas
county,3,,Ballard County,Kentucky
county,177,,Barren County,Kentucky
county,9,,Bath County,Kentucky
county,22,,Bell County,Kentucky
county,1647,,Boone County,Arkansas
county,129,,Bourbon County,Kansas
county,22,,Boyd County,Kentucky
county,95,,Boyle County,Kentucky
county,0,,Bracken County,Kentucky
county,1,,Breathitt County,Kentucky
county,22,,Breckinridge County,Kentucky
county,495,,Bullitt County,Kentucky
county,138,,Butler County,Alabama
county,2,,Caldwell County,Kentucky
county,98,,Calloway County,Kentucky
county,260,,Campbell County,Kentucky
county,6,,Carlisle County,Kentucky
county,135,,Carroll County,Arkansas
county,14,,Carter County,Kentucky
county,51,,Casey County,Kentucky
county,158,,Christian County,Illinois
county,228,,Clark County,Arkansas
county,3,,Clay County,Alabama
county,18,,Clinton County,Illinois
county,0,,Crittenden County,Arkansas
county,5,,Cumberland County,Illinois
county,784,,Daviess County,Indiana
county,49,,Edmonson County,Kentucky
county,0,,Elliott County,Kentucky
county,3,,Estill County,Kentucky
county,5201,,Fayette County,Alabama
county,8,,Fleming County,Kentucky
county,20,,Floyd County,Georgia
county,408,,Franklin County,Alabama
county,5,,Fulton County,Arkansas
county,31,,Gallatin County,Illinois
county,34,,Garrard County,Kentucky
county,74,,Grant County,Arkansas
county,341,,Graves County,Kentucky
county,54,,Grayson County,Kentucky
county,31,,Green County,Kentucky
county,10,,Greenup County,Kentucky
county,3,,Hancock County,Georgia
county,269,,Hardin County,Illinois
county,5,,Harlan County,Kentucky
county,6,,Harrison County,Indiana
county,14,,Hart County,Georgia
county,298,,Henderson County,Illinois
county,54,,Henry County,Alabama
county,8,,Hickman County,Kentucky
county,119,,Hopkins County,Kentucky
county,1,,Jackson County,Alabama
county,21318,,Jefferson County,Alabama
county,174,,Jessamine County,Kentucky
county,6,,Johnson County,Arkansas
county,1686,,Kenton County,Kentucky
county,1,,Knott County,Kentucky
county,33,,Knox County,Illinois
county,56,,Larue County,Kentucky
county,138,,Laurel County,Kentucky
county,0,,Lawrence County,Alabama
county,4,,Lee County,Alabama
county,0,,Leslie County,Kentucky
county,2,,Letcher County,Kentucky
county,0,,Lewis County,Idaho
county,42,,Lincoln County,Arkansas
county,16,,Livingston County,Illinois
county,93,,Logan County,Arkansas
county,13,,Lyon County,Iowa
county,194,,McCracken County,Kentucky
county,3,,McCreary County,Kentucky
county,10,,McLean County,Illinois
county,319,,Madison County,Alabama
county,3,,Magoffin County,Kentucky
county,174,,Marion County,Alabama
county,22,,Marshall County,Alabama
county,0,,Martin County,Florida
county,22,,Mason County,Illinois
county,28,,Meade County,Kansas
county,0,,Menifee County,Kentucky
county,49,,Mercer County,Illinois
county,19,,Metcalfe County,Kentucky
county,46,,Monroe County,Alabama
county,116,,Montgomery County,Alabama
county,7,,Morgan County,Alabama
county,50,,Muhlenberg County,Kentucky
county,125,,Nelson County,Kentucky
county,8,,Nicholas County,Kentucky
county,177,,Ohio County,Indiana
county,261,,Oldham County,Kentucky
county,19,,Owen County,Indiana
county,0,,Owsley County,Kentucky
county,14,,Pendleton County,Kentucky
county,13,,Perry County,Alabama
county,10,,Pike County,Alabama
county,16,,Powell County,Kentucky
county,344,,Pulaski County,Arkansas
county,0,,Robertson County,Kentucky
county,10,,Rockcastle County,Kentucky
county,19,,Rowan County,Kentucky
county,163,,Russell County,Alabama
county,398,,Scott County,Arkansas
county,909,,Shelby County,Alabama
county,102,,Simpson County,Kentucky
county,33,,Spencer County,Indiana
county,38,,Taylor County,Florida
county,51,,Todd County,Kentucky
county,3,,Trigg County,Kentucky
county,3,,Trimble County,Kentucky
county,9,,Union County,Arkansas
county,2075,,Warren County,Georgia
county,54,,Washington County,Alabama
county,91,,Wayne County,Georgia
county,136,,Webster County,Georgia
county,52,,Whitley County,Indiana
county,4,,Wolfe County,Kentucky
county,204,,Woodford County,Illinois
county,261,,Acadia Parish,Louisiana
county,153,,Allen Parish,Louisiana
county,678,,Ascension Parish,Louisiana
county,45,,Assumption Parish,Louisiana
county,18,,Avoyelles Parish,Louisiana
county,27,,Beauregard Parish,Louisiana
county,38,,Bienville Parish,Louisiana
county,928,,Bossier Parish,Louisiana
county,585,,Caddo Parish,Louisiana
county,1075,,Calcasieu Parish,Louisiana
county,1,,Caldwell Parish,Louisiana
county,49,,Cameron Parish,Louisiana
county,6,,Catahoula Parish,Louisiana
county,5,,Claiborne Parish,Louisiana
county,300,,Concordia Parish,Louisiana
county,19,,De Soto Parish,Louisiana
county,3902,,East Baton Rouge Parish,Louisiana
county,0,,East Carroll Parish,Louisiana
county,23,,East Feliciana Parish,Louisiana
county,663,,Evangeline Parish,Louisiana
county,1,,Franklin Parish,Louisiana
county,35,,Grant Parish,Louisiana
county,165,,Iberia Parish,Louisiana
county,42,,Iberville Parish,Louisiana
county,1084,,Jackson Parish,Louisiana
county,10805,,Jefferson Parish,Louisiana
county,39,,Jefferson Davis Parish,Louisiana
county,1876,,Lafayette Parish,Louisiana
county,399,,Lafourche Parish,Louisiana
county,777,,LaSalle Parish,Louisiana
county,144,,Lincoln Parish,Louisiana
county,846,,Livingston Parish,Louisiana
county,1,,Madison Parish,Louisiana
county,9,,Morehouse Parish,Louisiana
county,35,,Natchitoches Parish,Louisiana
county,3617,,Orleans Parish,Louisiana
county,1446,,Ouachita Parish,Louisiana
county,71,,Plaquemines Parish,Louisiana
county,25,,Pointe Coupee Parish,Louisiana
county,392,,Rapides Parish,Louisiana
county,4,,Red River Parish,Louisiana
county,6,,Richland Parish,Louisiana
county,11,,Sabine Parish,Louisiana
county,866,,St. Bernard Parish,Louisiana
county,210,,St. Charles Parish,Louisiana
county,23,,St. Helena Parish,Louisiana
county,10,,St. James Parish,Louisiana
county,271,,St. John the Baptist Parish,Louisiana
county,123,,St. Landry Parish,Louisiana
county,138,,St. Martin Parish,Louisiana
county,430,,St. Mary Parish,Louisiana
county,1051,,St. Tammany Parish,Louisiana
county,455,,Tangipahoa Parish,Louisiana
county,3,,Tensas Parish,Louisiana
county,861,,Terrebonne Parish,Louisiana
county,105,,Union Parish,Louisiana
county,143,,Vermilion Parish,Louisiana
county,50,,Vernon Parish,Louisiana
county,80,,Washington Parish,Louisiana
county,10,,Webster Parish,Louisiana
county,100,,West Baton Rouge Parish,Louisiana
county,1,,West Carroll Parish,Louisiana
county,9,,West Feliciana Parish,Louisiana
county,1070,,Winn Parish,Louisiana
county,1679,,Androscoggin County,Maine
county,25,,Aroostook County,Maine
county,5135,,Cumberland County,Illinois
county,9,,Franklin County,Alabama
county,30,,Hancock County,Georgia
county,125,,Kennebec County,Maine
county,23,,Knox County,Illinois
county,16,,Lincoln County,Arkansas
county,8,,Oxford County,Maine
county,119,,Penobscot County,Maine
county,5,,Piscataquis County,Maine
county,26,,Sagadahoc County,Maine
county,43,,Somerset County,Maine
county,14,,Waldo County,Maine
county,5,,Washington County,Alabama
county,878,,York County,Maine
county,48,,Allegany County,Maryland
county,3205,,Anne Arundel County,Maryland
county,6146,,Baltimore County,Maryland
county,37,,Calvert County,Maryland
county,344,,Caroline County,Maryland
county,383,,Carroll County,Arkansas
county,259,,Cecil County,Maryland
county,537,,Charles County,Maryland
county,104,,Dorchester County,Maryland
county,1545,,Frederick County,Maryland
county,5,,Garrett County,Maryland
county,642,,Harford County,Maryland
county,1512,,Howard County,Arkansas
county,48,,Kent County,Delaware
county,8764,,Montgomery County,Alabama
county,12142,,Prince George's County,Maryland
county,202,,Queen Anne's County,Maryland
county,168,,St. Mary's County,Maryland
county,74,,Somerset County,Maine
county,346,,Talbot County,Georgia
county,907,,Washington County,Alabama
county,3345,,Wicomico County,Maryland
county,350,,Worcester County,Maryland
county,7226,,Baltimore city,Maryland
county,3792,,Barnstable County,Massachusetts
county,1041,,Berkshire County,Massachusetts
county,8092,,Bristol County,Massachusetts
county,807,,Dukes County,Massachusetts
